Order number,Productcode,Inner,Outer,Description,Barcode,Order date,unitprice,Order qty pieces,Pieces allocated,Pieces picked,Pices delivered,Pieces balance,Order Qty Cartons,Cartons allocated,Cartons picked,Cartons delivered,Cartons balance ,Stock status 
138863,ST7074,12,48,2M FOLDING WOODEN RULER,5024418630593,08/09/14,0.95,48,0,0,48,0,1,0,0,1,0.00,IN STOCK
138863,TX0901,12,36,OWL PAPERWEIGHT,5024418830986,08/09/14,1.50,36,0,0,36,0,1,0,0,1,0.00,IN STOCK
138863,UM0024,12,96,ADULT PONCHO,5024418186878,08/09/14,0.48,96,0,0,96,0,1,0,0,1,0.00,NO STOCK
138863,VQ0072,1,8,SLOGAN SET6 GIFTBOXES,5024418808732,08/09/14,9.50,8,0,0,8,0,1,0,0,1,0.00,IN STOCK
138863,VR0003,1,8,S/3 VINT ROMANCE WDN TRAYS,5024418697756,08/09/14,6.95,8,0,0,8,0,1,0,0,1,0.00,IN STOCK
138863,WF1720,1,12,33.5X12.5 3 DRWR TONAL UNIT,5024418733591,08/09/14,3.95,12,0,0,12,0,1,0,0,1,0.00,IN STOCK
138863,WP1152,9,36,42X31 VINT METAL RELATIVE SIGN,5024418723066,08/09/14,1.50,36,0,0,36,0,1,0,0,1,0.00,IN STOCK
138863,WP1160,12,48,24X19 METAL RULES SIGN,5024418730859,08/09/14,0.95,48,0,0,48,0,1,0,0,1,0.00,IN STOCK
138863,WP1240,48,96,8X5 METAL HANGING SIGN,5024418784388,08/09/14,0.48,96,0,0,96,0,1,0,0,1,0.00,42128
140569,ST6048,12,72,PK4 3D SELF ADH INSECT STICKER,5024418519928,14/10/14,0.48,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
141684,GW1480,6,48,15X4 S/4 VASE TUBES,5024418807551,12/11/14,1.00,48,0,0,48,0,1,0,0,1,0.00,IN STOCK
141711,CR0020,12,72,TIPON B/FLY CRAFT EMBELISHMENT,5024418632443,13/11/14,0.50,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
141711,CR0203,12,48,CRAFT PAPER PAD X25 SHEETS 3AS,5024418679738,13/11/14,1.10,48,0,0,48,0,1,0,0,1,0.00,IN STOCK
141711,ST1328,1,10,LGE ELM DESKTOP EASEL,5024418006060,13/11/14,8.00,10,0,0,10,0,1,0,0,1,0.00,42145
141711,ST6226,12,72,PK8 CRAFTING SHAPES - 6ASSTD,5024418536758,13/11/14,0.50,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
141711,ST6305,12,72,PK3 ADHESIVE FABRIC BUTTERFLYS,5024418542322,13/11/14,0.50,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
141711,ST6409A,6,72,BALL POLYSTYRENE CRAFT SHAPES,5024418679912,13/11/14,0.55,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
141858,BA0015,12,96,JUMBO SHOPPER 59*43*1CMCM,5024418539315,17/11/14,0.60,96,0,0,96,0,1,0,0,1,0.00,IN STOCK
141979,ST0949,6,60,12PC WATER COLOURS IN COL.BOX,5024418589495,19/11/14,1.25,60,0,0,60,0,1,0,0,1,0.00,IN STOCK
141979,ST4602A,12,72,10 CRAFTING GIFT TAGS,5024418620495,19/11/14,0.50,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144516,BB0035,12,36,2ASS SWEET DREAMS GARLAND,5024418823124,31/01/15,1.65,36,0,0,36,0,1,0,0,1,0.00,IN STOCK
144537,BB0023,1,8,S/6 BABY POEM GIFT BOXES,5024418821076,31/01/15,9.50,8,0,0,8,0,1,0,0,1,0.00,IN STOCK
144537,BG0140,1,8,BOTANICAL SET/6 GIFTBOXES,5024418827092,31/01/15,9.50,8,0,0,8,0,1,0,0,1,0.00,IN STOCK
144537,BK0062,12,72,PK3 BAKING METAL COOKIE CUTTER,5024418720447,31/01/15,0.55,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,BT0013,12,72,BRIGHT OIL BURNER,5024418631439,31/01/15,0.85,72,0,0,72,0,1,0,0,1,0.00,NO STOCK
144537,BW1630,6,24,43X38 NATURAL WICKER TRAY,5024418685302,31/01/15,2.75,24,0,0,24,0,1,0,0,1,0.00,IN STOCK
144537,CD5340,12,72,PK10 WHITE TEA LITE CANDLES,5024418738824,31/01/15,0.55,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,CD5436,24,144,PK 12 WHITE CANDLES,5024418812920,31/01/15,0.50,144,0,0,144,0,1,0,0,1,0.00,IN STOCK
144537,CL0245,6,48,8CM CHROME ALARM CLOCK-2 ASST,5024418424956,31/01/15,1.75,48,0,0,48,0,1,0,0,1,0.00,IN STOCK
144537,CR0239,12,72,35X13 ABC FABRIC+BUTTON STICKE,5024418678243,31/01/15,0.55,72,0,0,72,0,1,0,0,1,0.00,42075
144537,CR0476,12,72,16.5X13 PK3 CRAFT BASKETS,5024418733348,31/01/15,0.50,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,CR0515,12,72,PK4 18X21 ORGANZA BAGS,5024418777083,31/01/15,0.50,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,CR0516,12,72,12X6.5 PK8 CRAFTING WIRE BALLS,5024418777090,31/01/15,0.50,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,CR0684,12,72,PK6 FELT CRAFT STICKERS,5024418827436,31/01/15,0.50,72,0,0,72,0,1,0,0,1,0.00,42168
144537,CR0694,12,72,13.5X18.5X1.5 FOAM SHAPE/STRNG,5024418846307,31/01/15,0.55,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,DF0008,12,96,19x23x9 3ASS MEDIUM GIFT BAGS,5024418867852,31/01/15,0.40,96,0,0,96,0,1,0,0,1,0.00,IN STOCK
144537,DF0009,12,72,26X33X14CM 3 ASS LGE GIFT BAG,5024418868514,31/01/15,0.55,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,DF0010,1,8,S/6 GIFT BOXES,5024418868538,31/01/15,9.50,8,0,0,8,0,1,0,0,1,0.00,IN STOCK
144537,GB4742,1,6,S/6 MOON & BACK GIFT BOXES,5024418758549,31/01/15,8.95,6,0,0,6,0,1,0,0,1,0.00,IN STOCK
144537,GB4750,1,8,S/6 SCATTER BFLY GIFT BOXES,5024418869054,31/01/15,9.50,8,0,0,8,0,1,0,0,1,0.00,IN STOCK
144537,GI5793,36,72,BRIGHT 11X9CM STORAGE BASKET,5024418595571,31/01/15,0.55,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,HW0097,12,72,10M CLOTHES LINE/ROPE,5024418475774,31/01/15,0.55,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,HW0531B,12,72,17PC WALL HOOKS/NAILS,5024418601654,31/01/15,0.55,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,HW0757,12,72,PICTURE HANGING SET W/LEVEL,5024418389040,31/01/15,0.55,72,0,0,72,0,1,0,0,1,0.00,42085
144537,HW0850A,12,72,SISAL TWINE 38M X 2MM,5024418586661,31/01/15,0.55,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,HW0852A,12,72,PK3 SISAL/JUTE STRING 3 X 20M,5024418586678,31/01/15,0.55,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,KI0049,12,72,FOOD COVER 55CM APRX,5024418420491,31/01/15,0.65,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,KI0327B,12,72,3PC SIEVE SET,5024418605928,31/01/15,0.55,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,KI5822,12,96,"39X7 FOOD COVER 12"" WHITE",5024418678410,31/01/15,0.50,96,0,0,96,0,1,0,0,1,0.00,IN STOCK
144537,KI6304,12,48,23X7 CLEAR JAR WITH STRAW,5024418829720,31/01/15,1.00,48,0,0,48,0,1,0,0,1,0.00,NO STOCK
144537,MB0032,6,48,13X10 OWL MONEYBOX,5024418802259,31/01/15,1.00,48,0,0,48,0,1,0,0,1,0.00,IN STOCK
144537,RR0078,0,12,S/3 RUSTIC SQUARE PLANTERS,5024418836766,31/01/15,4.50,12,0,0,12,0,1,0,0,1,0.00,42067
144537,SG0095,12,72,10X8 BEE DESIGN TINS,5024418784432,31/01/15,1.00,72,0,0,72,0,1,0,0,1,0.00,IN STOCK
144537,SG0107,0,4,S/3 WOODEN CRATES,5024418801498,31/01/15,12.98,4,0,0,4,0,1,0,0,1,0.00,42144
144537,ST4083,48,96,30M SOFT CORD-7MM WIDE,5024418431862,31/01/15,0.50,96,0,0,96,0,1,0,0,1,0.00,IN STOCK
144537,ST4506,12,96,PAINTED WOBBLY EYES-4 ASST,5024418474395,31/01/15,0.50,96,0,0,96,0,1,0,0,1,0.00,IN STOCK
144537,ST4828A,12,72,ASSORTED BULLDOG CLIPS,5024418315155,31/01/15,0.55,72,0,0,72,0,1,0,0,1,0.00,42075
144537,ST4867,48,144,2M PASTEL GLITTER RIBBN IN DIS,5024418403524,31/01/15,0.50,144,0,0,144,0,1,0,0,1,0.00,IN STOCK
144537,ST4882,48,144,25MMX5M FLOWER RIBBONS-6 ASST,5024418514329,31/01/15,0.50,144,0,0,144,0,1,0,0,1,0.00,IN STOCK
144537,TR0019,1,8,S/6 TRAVEL GIFT BOXES,5024418868828,31/01/15,9.50,8,0,0,8,0,1,0,0,1,0.00,NO STOCK
